POSREGEX357 1	NN\ \,\ JJ\ \,\ NN\ \(\ NNP\ CC\ (NNP)+\ CD\ NN\ \)\ CC\ NN\ \(\ NNP\ \)\ NN\ NNS
POSREGEX358 1	RB\ NN\ JJ
POSREGEX359 1	IN\ DT\ JJ\ NNS
POSREGEX360 1	(NN)+\ IN\ NN\ NNP\ IN\ (NN)+
POSREGEX361 1	JJ\ NNS\ IN\ NN\ JJ\ (NN)+
POSREGEX362 1	VBN\ IN\ CD\ JJ\ NNS
POSREGEX363 1	NNP\ IN\ NNP
POSREGEX364 1	JJ\ NN\ IN\ (NN)+\ TO\ VB\ DT\ NN\ NNS\ IN\ DT\ NN
POSREGEX365 1	\(\ NN\ \)\ NN\ NNS
POSREGEX366 1	JJS\ NN\ JJ\ NN
POSREGEX367 1	NN\ IN\ DT\ JJ\ NN\ IN\ DT\ JJ\ (NN)+
POSREGEX368 1	VB\ VBG\ NNS\ NN
POSREGEX369 1	NNS\ TO\ VBG\ NN
POSREGEX370 1	RB\ JJ\ CC\ JJ\ NN\ NNS
POSREGEX371 1	VBG\ DT\ (NN)+\ IN\ NNP
POSREGEX372 1	RB\ CC\ RB\ JJ\ (NN)+\ CC\ DT\ JJ\ NNP\ VBD\ JJ\ \(\ CD\ \)\ VBZ\ VBN\ IN\ DT\ JJ\ NN
POSREGEX373 1	NN\ IN\ NNS\ CC\ NNP
POSREGEX374 1	NN\ VBZ\ CD\ NNP
POSREGEX375 1	NN\ IN\ DT\ NN\ JJ\ NNS
POSREGEX376 1	VBN\ DT\ JJ\ NNS\ TO\ VB\ DT\ NNP\ JJ\ IN\ DT\ VBG\ NN
POSREGEX377 1	(NN)+\ NNS\ WDT\ VBD\ DT\ JJ\ (NN)+
POSREGEX378 1	VB\ DT\ JJ\ NN\ TO\ VB\ DT\ NN\ IN\ VBG\ JJ\ (NN)+
POSREGEX379 1	NN\ DT\ NN\ IN\ JJ\ NN\ NNS\ \(\ NN\ \,\ NNP\ \,\ NN\ \,\ NN\ \)
POSREGEX380 1	VBG\ DT\ JJ\ (NN)+\ IN\ DT\ JJ
POSREGEX381 1	DT\ NN\ JJ\ NN
POSREGEX382 1	NN\ IN\ NNP\ VBD\ NNS
POSREGEX383 1	NNP\ POS\ NNS
POSREGEX384 1	NN\ RP\ DT\ NN\ IN\ VBG\ NN\ \,
POSREGEX385 1	NN\ VBD\ TO\ VB\ NN\ CC\ NN
POSREGEX386 1	VBG\ DT\ NN\ IN\ DT\ RB\ (JJ)+\ (NN)+\ IN\ DT\ (JJ)+\ NN
POSREGEX387 1	NNS\ IN\ JJ\ NNS\ IN\ JJ\ NNS
POSREGEX388 1	NNP\ \(\ CD\ \)\ NNS\ NN
POSREGEX389 1	(JJ)+\ (NNP)+\ NN\ NNP\ NNS
POSREGEX390 1	VBG\ VBN\ NNS
POSREGEX391 1	NNP\ NN\ IN\ (NN)+\ IN\ NNP\ CC\ NNP\ NNS
POSREGEX392 1	NNS\ JJ\ NNS
POSREGEX393 1	JJ\ NNS\ IN\ JJ\ CC\ JJ\ NNS
POSREGEX394 1	RB\ CD\ NN\ VBZ\ VBN\ IN\ DT\ NN
POSREGEX395 1	NN\ NNP\ NN\ IN\ (JJ)+\ NNS
POSREGEX396 1	CD\ \(\ NN\ \,\ NN\ \)\ CD\ NN
POSREGEX397 1	NNP\ POS\ (NN)+\ VBZ\ IN\ NN\ NNS
POSREGEX398 1	NNP\ NNS\ NN\ IN\ JJ\ NN
POSREGEX399 1	JJ\ NNS\ IN\ RB\ VBN\ VBP\ NNS
POSREGEX400 1	NNS\ DT\ NNS
POSREGEX401 1	VBN\ CC\ VBN\ IN\ NN
POSREGEX402 1	JJ\ \,\ JJ\ NN\ JJ\ NN
POSREGEX403 1	JJ\ (NN)+\ \.
POSREGEX404 1	VBN\ IN\ DT\ NNS\ IN\ JJ\ NN
POSREGEX405 1	NN\ IN\ CC\ NN\ IN\ NNP\ NNS
POSREGEX406 1	NNS\ IN\ JJ\ NNS\ \(\ NN\ \)
POSREGEX407 1	\(\ NN
POSREGEX408 1	NN\ IN\ NN\ IN\ NNP
POSREGEX409 1	NNP\ VBG\ NN\ NNS
POSREGEX410 1	DT\ JJ\ NNS\ VBG\ DT\ NN\ IN\ NN\ IN\ (JJ)+\ NNS
POSREGEX411 1	NN\ IN\ DT\ JJ\ NNS\ CC\ DT\ NNS\ IN\ DT\ JJ\ (NN)+
POSREGEX412 1	NNP\ POS\ JJ\ NNS\ IN\ NN
POSREGEX413 1	(NN)+\ \(\ NNP\ \)\ NNS
POSREGEX414 1	NN\ IN\ JJ\ NNP
POSREGEX415 1	VB\ DT\ JJ\ NN\ IN\ DT\ NNS
POSREGEX416 1	JJ\ NN\ CC\ (NN)+\ IN\ DT\ JJ\ (NN)+
POSREGEX417 1	VB\ (JJ)+\ NNS\ IN\ NNS\ IN\ NNP\ NNS
POSREGEX418 1	JJ\ NNS\ RB\ IN\ JJ\ NN\ NNS
POSREGEX419 1	NN\ IN\ DT\ NNS\ IN\ NNS
POSREGEX420 1	JJR\ NN\ JJ\ NNS
POSREGEX421 1	NN\ IN\ NN\ IN\ DT\ NN\ CC\ VBG\ DT\ NN\ IN\ DT\ NN\ IN\ NNP
POSREGEX422 1	VB\ JJ\ NN\ IN\ JJ\ NN
POSREGEX423 1	NN\ IN\ DT\ NNP\ NN\ IN\ DT\ NN\ IN\ DT\ JJ\ NN\ IN\ NN
POSREGEX424 1	VB\ DT\ JJ\ NNS\ VBN\ RB\ IN\ VBG\ PRP\ TO\ DT\ (NN)+
POSREGEX425 1	NN\ RB\ DT\ NNS\ IN\ DT\ NN\ NNS
POSREGEX426 1	NNP\ \(\ CD\ \)\ NN
POSREGEX427 1	NN\ VBN\ IN\ NNP\ CD
POSREGEX428 1	NNS\ TO\ VB\ NN\ NNS
POSREGEX429 1	NNP\ \,\ NN\ CC\ RB\ VBN\ NNP\ NNS
POSREGEX430 1	IN\ (NNP)+\ NN
POSREGEX431 1	NN\ CC\ NN\ IN\ DT\ NNS
POSREGEX432 1	JJ\ NNP\ NNPS
POSREGEX433 1	JJ\ NNS\ (JJ)+\ NN
POSREGEX434 1	NN\ NNS\ IN\ DT\ VBN\ JJ\ NNS
POSREGEX435 1	NNS\ IN\ VBG\ CC\ VBG\ JJ\ NN\ NNS
POSREGEX436 1	DT
POSREGEX437 1	JJ\ NN\ IN\ JJ\ VBG\ NN
POSREGEX438 1	JJ\ NN\ IN\ NN\ NNS\ \(\ NNP\ \)\ IN\ NN\ NNS\ VBN\ IN\ DT\ NN
POSREGEX439 1	NN\ CC\ NNS\ IN\ DT\ NNS
POSREGEX440 1	JJ\ NNS\ IN\ DT\ NNS
POSREGEX441 1	VBG\ WRB\ DT\ (NN)+\ NNS
POSREGEX442 1	DT\ NN\ IN\ DT\ JJ
POSREGEX443 1	NN\ IN\ NNP\ NNS\ IN\ NNP
POSREGEX444 1	NNS\ WDT\ JJ\ NN\ VBZ\ VBN\ VBG\ DT\ NNPS\ NN\ IN\ NN
POSREGEX445 1	NN\ DT\ NN\ IN\ NN\ NNS\ IN\ DT\ JJ\ NN\ IN\ JJ\ NNP\ NNS
POSREGEX446 1	NN\ JJ\ NNP
POSREGEX447 1	VBG\ PRP\ IN\ DT\ JJ\ NN\ IN\ DT\ (NN)+
POSREGEX448 1	JJ\ NNS\ VBP\ RB\ IN\ DT\ NN\ IN\ NNS\ IN\ (JJ)+\ NN
POSREGEX449 1	(NN)+\ IN\ DT\ NN\ VBD\ VBN
POSREGEX450 1	JJR\ NN\ NNS
POSREGEX451 1	VBZ\ JJ\ NNS\ IN\ NNS\ VBN\ IN\ DT\ NN\ CC\ JJ\ NNS\ IN\ NNS\ IN\ DT\ (NN)+\ VBN
POSREGEX452 1	NN\ IN\ DT\ (NN)+\ IN\ NN
POSREGEX453 1	VBG\ DT\ NNP\ (NN)+
POSREGEX454 1	VBG\ DT\ JJ\ NNS
POSREGEX455 1	RB\ VB\ DT\ NN\ \,\ NN\ CC\ NN\ IN\ JJ\ NNP\ NNS
POSREGEX456 1	VBG\ DT\ NN\ IN\ NN\ CC\ VBG\ IN\ NN\ JJ\ NNS
POSREGEX457 1	NNP\ NN\ IN\ NN\ NNS
POSREGEX458 1	NN\ JJ\ CC\ NN\ JJ\ NNS
POSREGEX459 1	(NN)+\ \.
POSREGEX460 1	NN\ IN\ DT\ JJ\ NN\ IN\ NNS
POSREGEX461 1	VBG\ JJ\ NN\ IN\ NNS
POSREGEX462 1	NN\ CC\ VBG\ NN\ IN\ JJ\ NN\ NNS
POSREGEX463 1	\(\ CD\ \)\ NN\ \(\ NNP\ \)\ NN
POSREGEX464 1	NNS\ DT\ NN
POSREGEX465 1	JJ\ IN\ DT\ JJ\ NNP\ NN\ VBD
POSREGEX466 1	NNS\ WDT\ VBP\ JJR\ JJ\ NN\ IN\ DT\ JJR\ NN
POSREGEX467 1	JJ\ NN\ NNS\ VBN\ IN\ JJ\ NNS
POSREGEX468 1	NN\ CC\ NN\ MD\ VB\ VBN
POSREGEX469 1	NN\ RP\ (NN)+
POSREGEX470 1	NN\ IN\ NN\ IN\ NN\ NNS
POSREGEX471 1	DT\ NN\ CC\ NN\ NNS
POSREGEX472 1	IN\ DT\ JJ\ NNS\ IN\ DT\ NN\ IN\ NNS
POSREGEX473 1	JJ\ NN\ IN\ DT\ NNS\ IN\ NNP\ NN\ NNS
POSREGEX474 1	DT\ JJ\ NNS\ \(\ NNP\ \)\ NN
POSREGEX475 1	NNP\ VBG\ DT\ (NN)+
POSREGEX476 1	JJ\ NN\ CC\ VBD
POSREGEX477 1	VB\ DT\ NNS\ IN\ DT\ NN\ IN\ DT\ NN\ IN\ DT\ NN\ IN\ DT\ JJ\ NN
POSREGEX478 1	VBG\ DT\ NN\ TO\ VB
POSREGEX479 1	NNP\ NN\ NNP
POSREGEX480 1	DT\ NNS\ CC\ RB\ DT\ NN\ VBP\ JJ
POSREGEX481 1	VBG\ IN\ DT\ JJ\ (NN)+
POSREGEX482 1	VB\ JJ\ NNS\ IN\ DT\ JJ\ NNS
POSREGEX483 1	DT\ JJ\ NNP\ IN\ CD\ NNS
POSREGEX484 1	(JJ)+\ NN\ JJ\ NN\ \.
POSREGEX485 1	NNS\ CC\ NN\ NNS
POSREGEX486 1	NN\ CD
POSREGEX487 1	VB\ RB\ VB\ DT\ JJ\ NNS
POSREGEX488 1	NN\ RBR\ JJ\ NN\ NNS
POSREGEX489 1	VBN\ NN\ IN\ DT\ NN\ NNS
POSREGEX490 1	VB\ DT\ NN\ JJR\ NN\ IN\ DT\ NNP\ NN
POSREGEX491 1	JJ\ NN\ IN\ DT\ NNS\ IN\ DT\ NN
POSREGEX492 1	VBZ\ DT\ NN\ IN\ DT\ VBN\ JJ\ NN
POSREGEX493 1	NN\ DT\ NN\ NNS
POSREGEX494 1	NN\ IN\ DT\ NN\ IN\ NNS\ TO\ \(\ IN\ \)\ NN
POSREGEX495 1	NNS\ DT\ JJ\ NNS\ IN\ JJ\ NN\ NNS
POSREGEX496 1	VB\ DT\ NN\ CC\ JJ\ NNS
POSREGEX497 1	NN\ VBG\ NNS\ MD\ VB\ VBN
POSREGEX498 1	VB\ CD\ IN\ DT\ JJ\ NNS\ TO\ VB
POSREGEX499 1	VBN\ TO\ DT\ NN\ IN\ PRP\$\ JJS\ NNS
POSREGEX500 1	VBG\ DT\ JJ\ NN\ IN\ DT\ JJ\ NN
POSREGEX501 1	NN\ IN\ DT\ NN\ IN\ VBG\ NNS
POSREGEX502 1	JJ\ (NNP)+\ \(\ NNP\ \)\ NN\ \(\ JJ\ \)\ NN\ \(\ NNP\ \)\ NNP\ \(\ CD\ \)\ IN\ (NNP)+\ VBD\ \$\ CD
POSREGEX503 1	NN\ IN\ JJ\ NN\ IN\ NN
POSREGEX504 1	NNS\ WDT\ VBP\ JJ\ NN
POSREGEX505 1	VBZ\ DT\ JJ\ NN\ TO\ VB\ DT\ NN\ CC\ NN\ IN\ NNP\ NNS
POSREGEX506 1	CD\ NNP\ IN\ CD
POSREGEX507 1	NN\ TO\ VB
POSREGEX508 1	NNP\ CC\ NNP\ JJ\ NN
POSREGEX509 1	VB\ PRP\$\ NN\ IN\ NN\ \.
POSREGEX510 1	NNS\ DT\ NN\ IN\ RB\ VBN\ NNS\ IN\ JJ\ NNS
POSREGEX511 1	JJ\ NN\ CC\ NNS\ TO\ VB
POSREGEX512 1	NN\ IN\ DT\ NNP\ (NN)+\ VBD\ IN\ CD\ JJ\ NNS\ WDT\ VBP\ VBN\ TO\ DT\ NN\ CC\ TO\ DT\ NN\ IN\ DT\ JJ\ NN
POSREGEX513 1	JJ\ NN\ IN\ DT\ NN\ IN\ NN
POSREGEX514 1	DT\ JJR\ (NN)+\ VBZ\ TO\ VB\ VBN\ IN\ DT\ JJR\ NN\ IN\ VBG\ NNS
POSREGEX515 1	NN\ IN\ NNP\ (NN)+\ \.
POSREGEX516 1	VBN\ TO\ NNP\ RB
POSREGEX517 1	NNP\ JJ\ NN\ \(\ NNP\ \)\ (IN)+\ NN\ IN\ \(\ NNP\ \)
POSREGEX518 1	JJ\ NN\ \,\ VBD\ NN\ CC\ JJ\ NN\ NNS
POSREGEX519 1	VBG\ JJ\ NNS\ \.
POSREGEX520 1	(NN)+\ NNP\ \(\ CD\ \,\ NNP\ \)
POSREGEX521 1	NNP\ NN\ \(\ (NNP)+\ \,\ NNP\ \)\ VBD\ IN\ DT\ JJ\ (NN)+\ \(\ CD\ NN\ \)
POSREGEX522 1	NN\ IN\ DT\ (NN)+\ IN\ NN\ TO\ DT\ NNS\ WDT\ VBP\ DT\ (NN)+
POSREGEX523 1	VBG\ DT\ JJ\ NN\ IN\ DT\ NN\ IN\ \$\ CD\ NN
POSREGEX524 1	(NN)+\ NNS\ VBD\ IN\ DT\ JJ\ NNS\ IN\ DT\ NN\ NNP\ \,\ NN
POSREGEX525 1	JJ\ NN\ IN\ DT\ (NN)+\ IN\ DT\ NNP\ NN\ IN\ DT\ CD\ \(\ NN\ \,\ NN\ \)\ CD\ NN
POSREGEX526 1	VB\ DT\ NN\ NNS\ IN\ DT\ NN\ NNS
POSREGEX527 1	(NN)+\ VBD\ CD\ NN\ CC\ JJ\ NN\ CD\ NNP\ NN\ CC\ NN
POSREGEX528 1	(JJ)+\ NNS\ TO\ DT\ NN\ JJ\ TO\ DT\ NN\ IN\ DT\ JJ\ NNS
POSREGEX529 1	VBG\ RB\ VBN\ JJ\ NN\ NNS
POSREGEX530 1	NNS\ IN\ NNS\ IN\ DT\ JJ\ NN
POSREGEX531 1	(NN)+\ NNS\ IN\ NN\ NNS
POSREGEX532 1	NN\ IN\ DT\ NNP\ VBN\ NN
POSREGEX533 1	VBG\ DT\ NN\ IN\ NNS\ IN\ DT\ JJ\ NN
POSREGEX534 1	SYM
POSREGEX535 1	VBG\ DT\ (NN)+\ CC\ NN\ IN\ DT\ JJ\ NN
POSREGEX536 1	NNP\ NN\ IN\ JJ\ NNS
POSREGEX537 1	VBG\ NN\ NNS\ IN\ DT\ JJ\ NN\ NNS
POSREGEX538 1	NNP\ \(\ NNP\ \)\ NN\ \(\ NNP\ \)
POSREGEX539 1	DT\ (NN)+\ CC\ VBD\ JJ\ NNS
POSREGEX540 1	NNP\ NNS\ NN
POSREGEX541 1	NN\ IN\ NNP\ CC\ DT\ NN\ IN\ NNP
POSREGEX542 1	VB\ DT\ NN\ IN\ (NN)+\ IN\ DT\ CD\ NNS
POSREGEX543 1	NN\ IN\ NNP\ TO\ VB
POSREGEX544 1	VBG\ DT\ NN\ IN\ PRP
POSREGEX545 1	VBN\ RP\ DT\ JJ\ CC\ (JJ)+\ NN\ VBG\ (NN)+
POSREGEX546 1	(NN)+\ VBG\ NNP\ NN\ NNS
POSREGEX547 1	DT\ NN\ MD\ VB\ RP\ IN\ NNS\ NNP\ NN
POSREGEX548 1	CD\ VBG
POSREGEX549 1	VBN\ TO\ VB\ DT\ (NN)+\ IN\ DT\ JJ
POSREGEX550 1	VB\ PRP\$\ NN\ TO\ VB\ DT\ JJ\ (NN)+\ IN\ DT\ NNP\ NN\ IN\ (NNP)+
POSREGEX551 1	JJ\ NNS\ IN\ JJ\ CC\ DT\ NN\ VBG\ NNP\ NN\ VBG\ JJ\ NN\ NNS\ CC\ (NN)+\ TO\ VB\ DT\ IN\ NN
POSREGEX552 1	JJ\ NN\ IN\ DT\ (JJ)+\ (NNP)+\ NN
POSREGEX553 1	NN\ IN\ DT\ JJ\ NNS\ IN\ DT\ (NN)+
POSREGEX554 1	VBN\ IN\ DT\ NNS\ CC\ NN
POSREGEX555 1	NN\ \,\ NN\ CC\ JJ\ NN\ IN\ DT\ NN
POSREGEX556 1	JJ\ NNS\ VBN\ IN\ DT\ NN\ POS
POSREGEX557 1	VB\ DT\ JJS\ NN\ IN\ NNS
POSREGEX558 1	NN\ IN\ DT\ (NN)+\ IN\ DT\ JJ\ NN
POSREGEX559 1	VBN\ IN\ JJ\ NNS\ IN\ DT\ JJ\ (NN)+
POSREGEX560 1	JJ\ NN\ NNS\ IN\ NN\ NNS
POSREGEX561 1	NNP\ VBD\ CD\ NNP\ JJ\ NNS
POSREGEX562 1	VBN\ JJ\ NN\ NNS
POSREGEX563 1	NN\ TO\ DT\ VBN\ (NN)+\ \(\ CD\ \)
POSREGEX564 1	VB\ DT\ JJ\ (NN)+\ NNS\ \.
POSREGEX565 1	JJ\ NNS\ IN\ NNS\ IN\ DT\ NN\ VBP\ JJ
POSREGEX566 1	NN\ IN\ DT\ JJS\ (NN)+
POSREGEX567 1	JJ\ NN\ TO\ DT\ JJ\ (NN)+\ TO\ VB\ (JJ)+\ (NN)+
POSREGEX568 1	NN\ IN\ DT\ (JJ)+\ VBG\ DT\ NN\ NNS\ IN\ NN\ RB
POSREGEX569 1	PRP\ JJ\ NNS
POSREGEX570 1	NNP\ JJ\ (NN)+\ JJ\ NN
POSREGEX571 1	VBG\ IN\ DT\ NN\ VBZ\ JJ\ CC\ JJ
POSREGEX572 1	NN\ PDT\ DT\ NNP\ NN\ NNS\ IN\ TO\ CD\ NN
POSREGEX573 1	JJ\ NNS\ IN\ VBG\ NNS
POSREGEX574 1	JJ\ NN\ VBZ\ RP
POSREGEX575 1	RBR\ JJ\ NN
POSREGEX576 1	NNP\ CC\ (JJ)+\ NN\ NNS
POSREGEX577 1	VBG\ DT\ NN\ NNS\ IN\ JJ\ NNS
POSREGEX578 1	NN\ NNS\ VB
POSREGEX579 1	VB\ DT\ (NN)+\ CC\ NN\ IN\ DT\ NN\ VBG\ NN
POSREGEX580 1	JJ\ NN\ NNS\ \,
POSREGEX581 1	VBG\ (NN)+\ CC\ JJ\ NNS\ NN\ NNS
POSREGEX582 1	JJ\ NN\ IN\ JJ\ NN\ IN\ DT\ NN\ NNS
POSREGEX583 1	NN\ \(\ NNP\ \)\ NN
POSREGEX584 1	DT\ JJ\ NNP
POSREGEX585 1	NN\ VBD\ NN\ NNS
POSREGEX586 1	VB\ NN\ TO\ VB\ NNS\ IN\ (NN)+
POSREGEX587 1	VBN\ IN\ JJ\ NN\ IN\ NNP
POSREGEX588 1	VB\ NNS\ VBG\ IN\ DT\ (NN)+\ IN\ DT\ NN
POSREGEX589 1	NNS\ VBG\ IN\ DT\ NN\ RB\ IN\ NNS
POSREGEX590 1	JJ\ NN\ IN\ VBG
POSREGEX591 1	VBD\ DT\ NNS
POSREGEX592 1	DT\ NN\ IN\ JJ\ (NN)+
POSREGEX593 1	VBG\ DT\ NN\ IN\ DT\ JJ\ NN\ CC\ DT\ NN\ IN\ JJ\ NN
POSREGEX594 1	VB\ DT\ JJS\ (NN)+
POSREGEX595 1	VBN\ NN\ VBN\ JJ\ NN
POSREGEX596 1	VBG\ (RB)+\ IN\ VBG\ DT\ NN
POSREGEX597 1	VBG\ DT\ JJ\ CC\ JJ\ NNS\ IN\ NNP\ IN\ DT\ NN\ IN\ NNP\ NNS
POSREGEX598 1	NN\ NNS\ VBD\ RB\ VBN\ IN\ DT\ NNS
POSREGEX599 1	CD\ NN\ NNP\ JJ\ NNS
POSREGEX600 1	VBN\ \(\ JJ\ \)\ NNS
POSREGEX601 1	NN\ (NNP)+\ \,\ NN
POSREGEX602 1	VBG\ DT\ JJ\ NNS\ IN\ (NN)+\ CC\ NNS
POSREGEX603 1	DT\ NN\ IN\ NN\ IN\ NNS\ VBZ\ DT\ (NN)+
POSREGEX604 1	VBN\ NNP\ CC\ NNP\ NNS
POSREGEX605 1	VB\ DT\ NNS\ IN\ JJ\ NN\ (RB)+\ IN\ JJ\ NN
POSREGEX606 1	(JJ)+\ NN\ VBG\ (NN)+
POSREGEX607 1	NNS\ IN\ CC\ DT\ JJ\ CC\ DT\ (NN)+
POSREGEX608 1	RB\ NN\ IN\ JJ\ NN\ NNS\ IN\ NN
POSREGEX609 1	NNS\ IN\ NNS\ IN\ JJ\ NN\ NNS\ IN\ VBG\ NNS
POSREGEX610 1	NN\ JJ\ NN\ VBG
POSREGEX611 1	(NN)+\ CC\ NNS
POSREGEX612 1	JJ\ NN\ VBG\ IN\ DT\ NN
POSREGEX613 1	VB\ DT\ NNP\ POS\ NN\ IN\ VBN\ JJ\ NNS
POSREGEX614 1	TO\ VB\ JJ\ (NN)+\ \(\ (NNP)+\ \)\ NNS
POSREGEX615 1	JJ\ RB
POSREGEX616 1	JJ\ NN\ IN\ DT\ JJ\ NN\ IN\ DT\ (NN)+
POSREGEX617 1	NN\ \(\ JJ\ NN\ \)\ NNS
POSREGEX618 1	JJ\ (NN)+\ IN\ DT\ VBN\ JJ\ NN\ NNS
POSREGEX619 1	NNP\ NNS\ IN\ DT\ JJ\ NNS
POSREGEX620 1	JJ\ NN\ VBP\ NN
POSREGEX621 1	VBN\ IN\ DT\ NN\ IN\ NN\ NNS
POSREGEX622 1	IN\ DT\ NN\ WRB\ DT\ NNS\ VBP\ VBG
POSREGEX623 1	\(\ CD\ \)\ NN\ \(\ NNP\ \)\ IN\ \(\ (NNP)+\ CD\ \)
POSREGEX624 1	PRP\$\ NN\ TO\ NN\ CC\ NN
POSREGEX625 1	PRP\ VBD\ DT\ NN\ IN\ PRP
POSREGEX626 1	NN\ DT\ NNS
POSREGEX627 1	(NN)+\ NNS\ VBD\ VBN
POSREGEX628 1	NNP\ \(\ NNP\ \)\ NN\ \(\ NNP\ \)\ NNP\ \(\ CD\ \)\ NNS\ IN\ (NNP)+\ CD
POSREGEX629 1	(JJ)+\ NNS\ IN\ NNP\ NN
POSREGEX630 1	NN\ VBD\ NNP
POSREGEX631 1	NNP\ NN\ JJ\ NN
POSREGEX632 1	NN\ IN\ JJ\ NN\ IN\ JJ\ VBG\ NNS\ \.
POSREGEX633 1	NNP\ \(\ NN\ \)\ NNP\ \(\ NN\ \)\ NN\ \:\ NN\ \(\ NN\ \)\ NN
POSREGEX634 1	VB\ DT\ NNS\ IN\ (NNS)+
POSREGEX635 1	VBG\ NNP\ \(\ NNP\ \)\ NN
POSREGEX636 1	NN\ IN\ DT\ VBN\ JJ\ NN
POSREGEX637 1	DT\ NN\ IN\ DT\ NN
POSREGEX638 1	JJ\ NN\ IN\ NNS\ IN\ DT\ VBG\ (NN)+\ \(\ NN\ \)
POSREGEX639 1	RB\ VBD\ VBG
POSREGEX640 1	NNS\ CC\ NNS\ IN\ DT\ JJ\ NN
POSREGEX641 1	VB\ DT\ NN\ VBN\ IN\ DT\ NN\ RB\ VBG\ NN
POSREGEX642 1	NN\ IN\ NN\ IN\ JJ\ NN\ VBZ\ VBN
POSREGEX643 1	JJ\ CC\ NNP\ VBP\ (JJ)+\ NN
POSREGEX644 1	DT\ JJS\ NN\ IN\ NNP
POSREGEX645 1	JJ\ NNS\ IN\ DT\ JJ\ (NNP)+\ \(\ NNP\ \)\ \,\ (NNP)+\ CC\ DT\ NN
POSREGEX646 1	VB\ DT\ JJ\ IN\ DT\ NNP\ JJ\ NN\ IN\ DT\ VBG\ NN
POSREGEX647 1	NNS\ VBN\ NN
POSREGEX648 1	NNS\ IN\ JJ\ NN\ NNS
POSREGEX649 1	NNS\ IN\ RB\ VBN\ JJ\ NN\ NNS
POSREGEX650 1	NNP\ VBZ\ VBN
POSREGEX651 1	VB\ DT\ JJ\ IN\ DT\ NN
POSREGEX652 1	VBG\ DT\ NN\ IN\ NNS\ VBG\ TO\ DT\ JJ\ NN
POSREGEX653 1	NN\ NNS\ WDT\ VBP\ VBN\ NN\ VBZ\ IN\ JJ\ NN\ NNS
POSREGEX654 1	(NN)+\ NNS\ \.
POSREGEX655 1	JJ\ NN\ IN\ CD\ CC\ CD\ NNS
POSREGEX656 1	NNS\ IN\ DT\ \(\ CC\ JJ\ \)\ NN
POSREGEX657 1	NNS\ IN\ JJ\ CC\ JJ\ NNS
POSREGEX658 1	NN\ VBG\ NNP\ NN
POSREGEX659 1	NN\ JJ\ NN\ VBG\ NNS
POSREGEX660 1	NN\ IN\ CD\ NN\ NNS\ VBZ\ IN\ DT\ NN\ IN\ JJ\ NN
POSREGEX661 1	NN\ NNS\ CC\ NN\ NNS
POSREGEX662 1	NN\ DT\ JJ\ CC\ JJ\ NNS
POSREGEX663 1	VB\ DT\ JJ\ NNS\ IN\ DT\ NN
POSREGEX664 1	VBG\ DT\ JJ\ (NN)+\ \(\ CD\ TO\ CD\ \)\ (NN)+
POSREGEX665 1	VBZ\ RB\ VB\ JJ\ NN\ NNS
POSREGEX666 1	VBN\ (NNP)+\ NNS
POSREGEX667 1	NN\ IN\ NN\ IN\ CD\ NN
POSREGEX668 1	VB\ DT\ NNS\ IN\ DT\ (JJ)+\ NNS\ IN\ DT\ JJ\ NN
POSREGEX669 1	IN\ DT\ NN\ IN\ DT\ NNS\ IN\ DT\ NN\ JJ
POSREGEX670 1	NN\ IN\ JJ\ NNS\ IN\ DT\ NN
POSREGEX671 1	NNS\ TO\ DT\ NN\ CC\ JJ\ NNS\ IN\ DT\ (NN)+
POSREGEX672 1	NN\ IN\ JJ\ CC\ JJ\ NN
POSREGEX673 1	NN\ IN\ NNS\ CC\ JJ\ (NN)+
POSREGEX674 1	NN\ RB\ DT\ (JJ)+\ NNS
POSREGEX675 1	(NN)+\ IN\ DT\ JJ\ NN\ IN\ CD\ NNS
POSREGEX676 1	VBN\ IN\ DT\ JJ\ NN
POSREGEX677 1	VBG\ NNP\ NN\ VBZ\ DT\ JJ\ NNS
POSREGEX678 1	VBG\ DT\ \(\ NN\ \,\ JJ\ \)\ NNS\ IN\ DT\ JJ\ (NN)+
POSREGEX679 1	JJ\ NN\ IN\ DT\ JJ\ NN\ IN\ (JJ)+\ (NN)+
POSREGEX680 1	VB\ DT\ (NNP)+
POSREGEX681 1	JJ\ NNS\ IN\ DT\ (NN)+\ NNS
POSREGEX682 1	NN\ NNS\ CC\ NNS\ IN\ NN
POSREGEX683 1	NNS\ IN\ VBG\ DT\ NN\ IN\ VBG\ CC\ VBG
POSREGEX684 1	NNP\ POS\ NN\ VBG\ DT\ (JJ)+\ NN
POSREGEX685 1	NNS\ DT\ JJ\ NN
POSREGEX686 1	WRB\ JJ\ NNS\ IN\ (NN)+\ NNS\ MD\ VB\ DT\ JJ\ NN\ IN\ JJ\ NN
POSREGEX687 1	VB\ DT\ JJ\ NN\ NNS\ IN\ DT\ JJ\ NN\ \:
POSREGEX688 1	DT\ NNP\ IN\ JJ\ NNS
POSREGEX689 1	JJ\ NNS\ IN\ NNS\ CC\ NNS
POSREGEX690 1	NN\ IN\ DT\ JJ\ NN\ IN\ DT\ NN
POSREGEX691 1	DT\ NN\ IN\ NNP
POSREGEX692 1	JJ\ CC\ (JJ)+\ NN\ IN\ (NN)+
POSREGEX693 1	DT\ NN\ IN\ NNS
